Wall time,Step,Value
1715633184.16991,2500,1.7908046245574951
1715633212.090014,5000,1.7880589962005615
1715633237.478538,7500,1.788706660270691
1715633266.9341812,10000,1.7891380786895752
1715633297.583206,12500,1.7850960493087769
1715633326.039088,15000,1.7826526165008545
1715633358.083373,17500,1.7669224739074707
1715633384.8958132,20000,1.7491194009780884
1715633412.52053,22500,1.7487891912460327
1715633441.682272,25000,1.7451741695404053
1715633473.412297,27500,1.7177999019622803
1715633500.834681,30000,1.7140944004058838
1715633528.977188,32500,1.7024086713790894
1715633555.494267,35000,1.7137142419815063
1715633583.48332,37500,1.6989336013793945
1715633612.392365,40000,1.7132130861282349
1715633639.677185,42500,1.6794779300689697
1715633667.223915,45000,1.6846593618392944
1715633694.098887,47500,1.6887506246566772
1715633720.958053,50000,1.7341912984848022
1715633751.052292,52500,1.7100640535354614
1715633778.309066,55000,1.6921882629394531
1715633805.176047,57500,1.6818103790283203
1715633832.5034099,60000,1.6961849927902222
1715633860.718077,62500,1.722869873046875
1715633888.2733219,65000,1.7468773126602173
1715633917.752455,67500,1.7285593748092651
1715633945.261887,70000,1.723799705505371
1715633972.135364,72500,1.733546495437622
1715633998.340191,75000,1.7556480169296265
1715634026.217122,77500,1.752870798110962
1715634058.337793,80000,1.7687257528305054
1715634086.527016,82500,1.7666521072387695
1715634114.815516,85000,1.7691556215286255
1715634145.9813251,87500,1.762380838394165
1715634173.784341,90000,1.757886528968811
1715634203.450783,92500,1.7552248239517212
1715634231.0858629,95000,1.732927680015564
1715634257.6751082,97500,1.708408236503601
1715634284.471605,100000,1.7145136594772339
1715634310.9487832,102500,1.6817466020584106
1715634340.911938,105000,1.7049137353897095
1715634369.062551,107500,1.6713048219680786
1715634395.2694452,110000,1.7105687856674194
1715634422.776814,112500,1.7163788080215454
1715634449.4281468,115000,1.7327566146850586
1715634476.585728,117500,1.746130347251892
1715634508.263989,120000,1.714980959892273
1715634535.4455,122500,1.673895239830017
1715634561.530186,125000,1.671862244606018
1715634588.064489,127500,1.697899580001831
1715634615.2313652,130000,1.697263479232788
1715634644.495039,132500,1.6835834980010986
1715634670.5811799,135000,1.7028111219406128
1715634698.1551611,137500,1.6751723289489746
1715634725.596662,140000,1.6963317394256592
1715634752.029712,142500,1.6597450971603394
1715634782.597423,145000,1.6464954614639282
1715634809.519064,147500,1.6383144855499268
1715634835.407404,150000,1.6493382453918457
1715634863.500376,152500,1.6567935943603516
1715634890.0929542,155000,1.6219134330749512
1715634920.1313531,157500,1.6349875926971436
1715634949.9019892,160000,1.674451231956482
1715634980.0620852,162500,1.6323288679122925
1715635007.227438,165000,1.678067922592163
1715635035.063692,167500,1.6861318349838257
1715635062.6362822,170000,1.6589981317520142
1715635091.9923599,172500,1.6394407749176025
1715635118.919499,175000,1.673500418663025
1715635145.762221,177500,1.6878148317337036
1715635172.087285,180000,1.699186086654663
1715635199.407189,182500,1.6572766304016113
1715635229.2032828,185000,1.6732815504074097
1715635256.087275,187500,1.7245938777923584
1715635283.150325,190000,1.6655908823013306
1715635310.5472262,192500,1.6790553331375122
1715635336.3660958,195000,1.6646640300750732
1715635365.344469,197500,1.6827373504638672
1715635391.570037,200000,1.6937038898468018
1715635420.4009259,202500,1.6776319742202759
1715635447.51869,205000,1.6970601081848145
1715635477.56383,207500,1.6899783611297607
1715635508.866156,210000,1.7080817222595215
1715635536.2959318,212500,1.7088598012924194
1715635563.138443,215000,1.6805500984191895
1715635589.599226,217500,1.6574345827102661
1715635616.4868999,220000,1.6367125511169434
1715635646.529406,222500,1.6915812492370605
1715635673.095051,225000,1.6757375001907349
1715635699.844832,227500,1.67437744140625
1715635729.8375921,230000,1.6518616676330566
1715635757.7337978,232500,1.6509113311767578
1715635784.112204,235000,1.6536076068878174
1715635814.008066,237500,1.648633360862732
1715635841.002238,240000,1.6706629991531372
1715635868.186228,242500,1.6443856954574585
1715635894.425261,245000,1.6343201398849487
1715635921.431682,247500,1.6689629554748535
1715635951.256556,250000,1.5777225494384766
1715635978.842825,252500,1.6456201076507568
1715636005.184387,255000,1.5808433294296265
1715636031.396137,257500,1.5939111709594727
1715636058.5082428,260000,1.6279901266098022
1715636087.692014,262500,1.6729017496109009
1715636114.911584,265000,1.5984532833099365
1715636143.826914,267500,1.6243276596069336
1715636171.572339,270000,1.5669585466384888
1715636197.9108858,272500,1.6498267650604248
1715636226.862113,275000,1.6194630861282349
1715636253.780611,277500,1.593601942062378
1715636282.2740521,280000,1.5047714710235596
1715636310.111157,282500,1.554909348487854
1715636337.241805,285000,1.6102759838104248
1715636366.505677,287500,1.5791995525360107
1715636393.4535308,290000,1.5739089250564575
1715636420.286447,292500,1.584332823753357
1715636448.207618,295000,1.6016820669174194
1715636475.044938,297500,1.6212007999420166
1715636505.1395469,300000,1.593305230140686
1715636534.254961,302500,1.630367398262024
1715636562.570007,305000,1.6208415031433105
1715636590.619074,307500,1.6130949258804321
1715636619.439073,310000,1.6039990186691284
1715636649.837448,312500,1.5953121185302734
1715636678.9256818,315000,1.6294904947280884
1715636706.972466,317500,1.6257175207138062
1715636736.0869918,320000,1.6567004919052124
1715636764.5673,322500,1.642525553703308
1715636795.568906,325000,1.6346975564956665
1715636824.037057,327500,1.623947262763977
1715636851.179075,330000,1.6222872734069824
1715636879.315862,332500,1.6049878597259521
1715636908.571906,335000,1.5758874416351318
1715636940.173572,337500,1.5707192420959473
1715636968.399817,340000,1.5969890356063843
1715636994.820628,342500,1.5756561756134033
1715637022.965678,345000,1.5470713376998901
1715637052.015154,347500,1.490973949432373
1715637083.599991,350000,1.5210789442062378
1715637111.640741,352500,1.5272713899612427
1715637138.904379,355000,1.5111576318740845
1715637166.547447,357500,1.512208342552185
1715637196.366369,360000,1.5114960670471191
1715637226.6145668,362500,1.4378712177276611
1715637256.614603,365000,1.4873842000961304
1715637284.087105,367500,1.390415072441101
1715637310.482023,370000,1.4298779964447021
1715637337.158187,372500,1.4399529695510864
1715637367.494493,375000,1.4431689977645874
1715637394.3024,377500,1.4301328659057617
1715637422.205504,380000,1.4718458652496338
1715637450.134206,382500,1.4335846900939941
1715637478.4117918,385000,1.4281320571899414
1715637508.896408,387500,1.481682538986206
1715637536.641866,390000,1.494627833366394
1715637563.455571,392500,1.4433916807174683
1715637588.9772182,395000,1.3668259382247925
1715637615.35164,397500,1.4012943506240845
1715637644.4640288,400000,1.4156999588012695
1715637670.128362,402500,1.4458221197128296
1715637696.7250822,405000,1.451567530632019
1715637724.847394,407500,1.4346741437911987
1715637753.782356,410000,1.392662525177002
1715637786.6445131,412500,1.4467581510543823
1715637815.689821,415000,1.5173707008361816
1715637843.809361,417500,1.397121787071228
1715637871.961136,420000,1.3564534187316895
1715637904.19409,422500,1.4439564943313599
1715637932.884796,425000,1.4172247648239136
1715637961.4759822,427500,1.3510488271713257
1715637989.7181408,430000,1.400887370109558
1715638018.283144,432500,1.3223406076431274
1715638052.61846,435000,1.2897361516952515
1715638088.8100789,437500,1.250154733657837
1715638126.026641,440000,1.2905608415603638
1715638160.402585,442500,1.284268856048584
1715638194.967799,445000,1.3040863275527954
1715638232.171627,447500,1.2077072858810425
1715638265.535106,450000,1.2721201181411743
1715638300.1753569,452500,1.1901966333389282
1715638334.13262,455000,1.2333542108535767
1715638366.3105059,457500,1.1602070331573486
1715638397.2396631,460000,1.240302562713623
1715638424.3628821,462500,1.24138605594635
1715638451.789619,465000,1.1571919918060303
1715638479.5911942,467500,1.1824243068695068
1715638507.2998242,470000,1.219384789466858
1715638537.015636,472500,1.1491072177886963
1715638564.937254,475000,1.1934223175048828
1715638592.641844,477500,1.1390628814697266
1715638619.666367,480000,1.204577088356018
1715638646.380399,482500,1.1680023670196533
1715638676.418895,485000,1.1544194221496582
1715638703.0554008,487500,1.1611603498458862
1715638730.069453,490000,1.152073860168457
1715638757.600079,492500,1.178922176361084
1715638784.6516008,495000,1.1197282075881958
1715638814.176515,497500,1.144295334815979
1715638841.194955,500000,1.1422861814498901
