Wall time,Step,Value
1715647513.118847,2500,0.0
1715647549.034625,5000,0.0
1715647581.7032151,7500,0.0
1715647615.34252,10000,0.0
1715647647.1286972,12500,0.0
1715647688.3686452,15000,0.0
1715647719.681653,17500,0.0
1715647750.9067678,20000,0.0
1715647781.0009,22500,0.0
1715647812.08072,25000,0.0
1715647850.56004,27500,0.0
1715647880.735971,30000,0.0
1715647935.899076,32500,0.0
1715647976.7971148,35000,0.0
1715648019.035739,37500,0.0
1715648065.230589,40000,0.0
1715648104.347494,42500,0.0
1715648136.841345,45000,0.0
1715648168.172215,47500,0.0
1715648199.1815228,50000,0.0
1715648230.464929,52500,0.0
1715648268.421441,55000,0.0
1715648299.025876,57500,0.0
1715648330.764226,60000,0.0
1715648362.5112078,62500,0.0
1715648394.142188,65000,0.0
1715648432.4856262,67500,0.0
1715648462.6458519,70000,0.0
1715648493.1755362,72500,0.0
1715648523.088773,75000,0.0
1715648554.418016,77500,0.0
1715648592.18771,80000,0.0
1715648623.514772,82500,0.0
1715648660.84325,85000,0.0
1715648693.020867,87500,0.0
1715648725.3393989,90000,0.0
1715648764.747052,92500,0.0
1715648795.728269,95000,0.0
1715648828.068425,97500,0.0
1715648857.309174,100000,0.0
1715648890.270926,102500,0.0
1715648922.629537,105000,0.0
1715648965.729881,107500,0.0
1715649004.545331,110000,0.0
1715649037.194338,112500,0.0
1715649071.755693,115000,0.0
1715649103.696557,117500,0.0
1715649148.564307,120000,0.0
1715649179.8516202,122500,0.0
1715649213.459479,125000,0.0
1715649246.371856,127500,0.0
1715649283.099041,130000,0.0
1715649322.372753,132500,0.0
1715649352.762711,135000,0.0
1715649385.948965,137500,0.0
1715649419.307349,140000,0.0
1715649451.591249,142500,0.0
1715649491.2401578,145000,0.0
1715649522.506037,147500,0.0
1715649553.802635,150000,0.0
1715649586.204601,152500,0.0
1715649619.370433,155000,0.0
1715649651.8109708,157500,0.0
1715649694.0831559,160000,0.0
1715649725.752695,162500,0.0
1715649761.65461,165000,0.0
1715649793.6822,167500,0.0
1715649826.5057752,170000,0.0
1715649865.007992,172500,0.0
1715649900.331891,175000,0.0
1715649933.250179,177500,0.0
1715649964.603549,180000,0.0
1715649997.292903,182500,0.0
1715650038.754588,185000,0.0
1715650071.033202,187500,0.0
1715650103.936509,190000,0.0
1715650136.0722508,192500,0.0
1715650169.516094,195000,0.0
1715650208.8504739,197500,0.0
1715650240.650251,200000,0.0
1715650272.819715,202500,0.0
1715650303.643706,205000,0.0
1715650335.4245892,207500,0.0
1715650370.001036,210000,0.0
1715650409.4755158,212500,0.0
1715650439.486293,215000,0.0
1715650468.936394,217500,0.0
1715650499.2235048,220000,0.0
1715650530.889387,222500,0.0
1715650567.389848,225000,0.0
1715650598.8373,227500,0.0
1715650629.6074262,230000,0.0
1715650658.867551,232500,0.0
1715650690.5431209,235000,0.0
1715650732.82058,237500,0.0
1715650763.4151292,240000,0.0
1715650800.326568,242500,0.0
1715650834.488937,245000,0.0
1715650867.802706,247500,0.0
1715650906.162314,250000,0.0
1715650938.711807,252500,0.0
1715650970.83713,255000,0.0
1715651002.4159842,257500,0.0
1715651034.015597,260000,0.0
1715651066.235942,262500,0.0
1715651104.612694,265000,0.0
1715651136.1191628,267500,0.0
1715651172.3511198,270000,0.0
1715651203.671871,272500,0.0
1715651238.546767,275000,0.0
1715651277.961664,277500,0.0
1715651310.363735,280000,0.0
1715651343.1336908,282500,0.0
1715651375.0306401,285000,0.0
1715651407.4829178,287500,0.0
1715651446.9212558,290000,0.0
1715651480.8419662,292500,0.0
1715651513.41602,295000,0.0
1715651545.068272,297500,0.0
1715651578.09136,300000,0.0
1715651617.343462,302500,0.0
1715651650.199166,305000,0.0
1715651682.841826,307500,0.0
1715651715.068015,310000,0.0
1715651747.0829709,312500,0.0
1715651779.15762,315000,0.0
1715651819.219959,317500,0.0
1715651851.814559,320000,0.0
1715651887.0888782,322500,0.0
1715651925.755328,325000,0.0
1715651965.1228359,327500,0.0
1715652010.184452,330000,0.0
1715652042.075836,332500,0.0
1715652073.98761,335000,0.0
1715652105.7043872,337500,0.0
1715652137.457916,340000,0.0
